3.654716387232951558e+00 7.995750069994917997e-01
4.569767219659308211e+00 1.375683109202815002e+00
5.482710518992343296e+00 1.827916420002744902e+00
6.515633243187310519e+00 2.262860391222929479e+00
7.572879082249921012e+00 2.704245195358772502e+00
8.816999035534866636e+00 3.168692661663309096e+00
1.067635509390814619e+01 3.697018793840489703e+00
