-2.000000000000000000e+01 2.282978822783726765e-41 7.707256958066999370e-42 -2.210975440403195480e-40 -1.608083519532687937e-40 1.651827675765892486e-39 1.407856609196799782e-39 -1.375062058958247072e-38 2.042226455227287556e-39 5.385758880393305805e-38 -5.373222618733541502e-38
-1.997997997997997999e+01 4.825330858191437067e-41 1.629028674083983561e-41 -4.671437011932662616e-40 -3.397626115655314747e-40 3.488761676201946490e-39 2.973479749536706655e-39 -2.903173604339881291e-38 4.311760039313437755e-39 1.136696454253440454e-37 -1.134050601719392031e-37
-1.995995995995995997e+01 7.913611696701558746e-41 2.671665477794704812e-41 -7.656806902570133230e-40 -5.568945847107600286e-40 5.714998265014774318e-39 4.870906353015470087e-39 -4.753043235029157748e-38 7.059162739413894565e-39 1.859950907125533633e-37 -1.855621558158815945e-37
-1.993993993993993996e+01 1.189348641017639202e-40 4.015348512901198083e-41 -1.149890111245812314e-39 -8.363380372558221029e-40 8.576256716048979081e-39 7.309563496219892692e-39 -7.127445048113564066e-38 1.058558669400700665e-38 2.787080019129922260e-37 -2.780592621284171195e-37
-1.991991991991991995e+01 1.720774887324716054e-40 5.809582621965926087e-41 -1.662217017096935763e-39 -1.208964202799654227e-39 1.238642299228826619e-38 1.055697685755314457e-38 -1.028505137020676054e-37 1.527519753150965036e-38 4.018395316628484770e-37 -4.009041825430116417e-37
-1.989989989989989994e+01 2.444454696362808119e-40 8.252951718041901566e-41 -2.358959701958068065e-39 -1.715720024836999621e-39 1.756124441974968888e-38 1.496748877248856609e-38 -1.456800273097747739e-37 2.163612518621185172e-38 5.686395261534447179e-37 -5.673159219919909352e-37
-1.987987987987987992e+01 3.440095640783199368e-40 1.161458776823168910e-40 -3.316311173598383917e-39 -2.412022099646106597e-39 2.466261509622995991e-38 2.102000279916790999e-38 -2.043809023667230704e-37 3.035419929551165221e-38 7.969677541481711413e-37 -7.951126776076754542e-37
-1.985985985985985991e+01 4.816861196299275891e-40 1.626307941057937727e-40 -4.638484413508709478e-39 -3.373666001757593498e-39 3.445805543429823601e-38 2.936867826354504412e-38 -2.852528345971414212e-37 4.236502000407241198e-38 1.111157230945143808e-36 -1.108570825481071373e-36
-1.983983983983983990e+01 6.725036211881201346e-40 2.270585521148938169e-40 -6.468766351270088061e-39 -4.704865725644619617e-39 4.800151989791352394e-38 4.091180284445933575e-38 -3.969357074636611611e-37 5.895174168375943965e-38 1.544538929680582534e-36 -1.540943755274437052e-36
-1.981981981981981988e+01 9.372008898679913557e-40 3.164314241374124116e-40 -9.004641074614640392e-39 -6.549253485967394317e-39 6.674381363359276557e-38 5.688590091834387994e-38 -5.513080758114617675e-37 8.187851140626407385e-38 2.142882697201629298e-36 -2.137894776780813901e-36
-1.979979979979979987e+01 1.304422357343861480e-39 4.404208882486882865e-40 -1.251853677791156409e-38 -9.104968890436796235e-39 9.268387080510659687e-38 7.899466841297879715e-38 -7.647165942028593318e-37 1.135730603283150256e-37 2.969099714904502833e-36 -2.962188634998161021e-36
-1.977977977977977986e+01 1.813736532298232493e-39 6.123868193939095908e-40 -1.738631821422043732e-38 -1.264538042704072208e-38 1.285762339546693464e-37 1.095858079231839421e-37 -1.059660089486589106e-36 1.573768125183814443e-37 4.109676030778203871e-36 -4.100110067041632254e-36
